sentence,language,clean_text
"Mahojiano hayo yanaendelea siku ya Jumatano ambapo Michael McKinley atatoa ushahidi, yeye ni mshauri wa ngazi ya juu wa Waziri wa Mambo ya Nje Mike Pompeo.",swahili,mahojiano hayo yanaendelea siku ya jumatano ambapo michael mckinley atatoa ushahidi yeye ni mshauri wa ngazi ya juu wa waziri wa mambo ya nje mike pompeo
"Wanadiplomasia nchini Tanzania kutoka nchi nane za Umoja wa Ulaya, Ijumaa, wamehoji uamuzi wa kusitishwa kwa muda wa wiki moja chapisho la gazeti la Kiingereza baada ya maafisa wa serikali ya Tanzania kulishutumu limepotosha suala la bei ya kubadilisha fedha za kigeni.",swahili,wanadiplomasia nchini tanzania kutoka nchi nane za umoja wa ulaya ijumaa wamehoji uamuzi wa kusitishwa kwa muda wa wiki moja chapisho la gazeti la kiingereza baada ya maafisa wa serikali ya tanzania kulishutumu limepotosha suala la bei ya kubadilisha fedha za kigeni
Gazeti la The East African limeripoti kuwa hatua hiyo iliyochukuliwa na serikali ya Tanzania dhidi ya gazeti la 'The Citizen' imekuja wakati malalamiko kwa upande wa wanaounga mkono upinzani na makundi ya taasisi za kiraia yanaongezeka kwa kile wanachosema kuwa ni hatua ya serikali kuua upinzani na kuweka vikwazo kwa waandishi wa habari na wapiganiaji wa haki za binadamu.,swahili,gazeti la the east african limeripoti kuwa hatua hiyo iliyochukuliwa na serikali ya tanzania dhidi ya gazeti la 'the citizen' imekuja wakati malalamiko kwa upande wa wanaounga mkono upinzani na makundi ya taasisi za kiraia yanaongezeka kwa kile wanachosema kuwa ni hatua ya serikali kuua upinzani na kuweka vikwazo kwa waandishi wa habari na wapiganiaji wa haki za binadamu
"Kauli ya mabalozi nchini Tanzania “Kwa kawaida, naanza siku yangu kwa kusoma baadhi ya magazeti, likiwemo gazeti lililofungiwa la The Citizen, “ Balozi wa Uingereza nchini Tanzania Sarah Cooke ameandika katika akaunti yake ya Twitter.",swahili,kauli ya mabalozi nchini tanzania “kwa kawaida naanza siku yangu kwa kusoma baadhi ya magazeti likiwemo gazeti lililofungiwa la the citizen “ balozi wa uingereza nchini tanzania sarah cooke ameandika katika akaunti yake ya twitter
"“Hilo sio sawa, limefungiwa nchini Tanzania kwa siku saba.",swahili,“hilo sio sawa limefungiwa nchini tanzania kwa siku saba
"Je, adhabu inalingana na kosa linalodaiwa kufanyika?",swahili,je adhabu inalingana na kosa linalodaiwa kufanyika
"’ Ujumbe kama huo pia ulikuwa umepostiwa na mabalozi wa Belgium, Denmark, Ujermani, Ireland, Italy, Uholanzi na Sweden, katika kitendo ambacho ni nadra cha kupinga waziwazi kwa pamoja hatua hiyo ya serikali.",swahili,’ ujumbe kama huo pia ulikuwa umepostiwa na mabalozi wa belgium denmark ujermani ireland italy uholanzi na sweden katika kitendo ambacho ni nadra cha kupinga waziwazi kwa pamoja hatua hiyo ya serikali
"“Vyombo vya habari vinajukumu muhimu katika kuanzisha mijadala ya umma, ” Ubalozi wa Ireland uliandika, na kusema imesikitishwa na uamuzi wa wiki hii kusitisha kwa muda chapisho la The Citizen.",swahili,“vyombo vya habari vinajukumu muhimu katika kuanzisha mijadala ya umma ” ubalozi wa ireland uliandika na kusema imesikitishwa na uamuzi wa wiki hii kusitisha kwa muda chapisho la the citizen
” Gazeti la Citizen lilikuwa limeshutumiwa kwasababu ya kutoa habari za upotoshaji katika habari iliyochapishwa hivi karibuni juu ya kushuka thamani kwa shilingi ya Tanzania.,swahili,” gazeti la citizen lilikuwa limeshutumiwa kwasababu ya kutoa habari za upotoshaji katika habari iliyochapishwa hivi karibuni juu ya kushuka thamani kwa shilingi ya tanzania
"Liliripoti kuwa dola ya Marekani ilikuwa inanuliwa kwa thamani ya Tsh 2, 415 ukilinganisha na ile ya Benki Kuu ya Tanzania ya 2, 300, kwa mujibu wa tafiti iliyofanywa katika maduka ya kubadilisha sarafu za kigeni na mabenki.",swahili,liliripoti kuwa dola ya marekani ilikuwa inanuliwa kwa thamani ya tsh 2 415 ukilinganisha na ile ya benki kuu ya tanzania ya 2 300 kwa mujibu wa tafiti iliyofanywa katika maduka ya kubadilisha sarafu za kigeni na mabenki
"Sheria ya Takwimu ya 2017 inapiga marufuku uchapishaji wa habari zozote zinazohusu takwimu zinazopingana na takwimu za serikali, ikiwa ni pamoja na uwezekano wa wale waliochapishwa habari hizo kufungwa jela.",swahili,sheria ya takwimu ya 2017 inapiga marufuku uchapishaji wa habari zozote zinazohusu takwimu zinazopingana na takwimu za serikali ikiwa ni pamoja na uwezekano wa wale waliochapishwa habari hizo kufungwa jela
Wanaomkosoa Magufuli Rais John Magufuli anakabiliwa na ukosoaji unaoendelea kuongezeka kutoka vyama vya upinzani pamoja na makundi ya taasisi za kiraia na jumuiya ya kimataifa kwa kile wanachosema ni ukandamizaji wa haki za binadamu.,swahili,wanaomkosoa magufuli rais john magufuli anakabiliwa na ukosoaji unaoendelea kuongezeka kutoka vyama vya upinzani pamoja na makundi ya taasisi za kiraia na jumuiya ya kimataifa kwa kile wanachosema ni ukandamizaji wa haki za binadamu
"Kundi la Media rights group, ambao ni waandishi bila ya mipaka, wamesema kuwa kusitishwa kwa muda huko kwa 'The Citizen' “ni kielelezo tosha cha kuendelea kushuka kwa uhuru wa vyombo vya habari nchini Tanzania tangu Rais John Magufuli achukuwe madaraka.",swahili,kundi la media rights group ambao ni waandishi bila ya mipaka wamesema kuwa kusitishwa kwa muda huko kwa 'the citizen' “ni kielelezo tosha cha kuendelea kushuka kwa uhuru wa vyombo vya habari nchini tanzania tangu rais john magufuli achukuwe madaraka
"” Kituo cha Sheria na Haki za Binadamu (LHRC), taasisi kuu ya haki za binadamu nchini Tanzania, kimesema kusitishwa huko kwa gazeti hilo ni “muendelezo wa kukandamiza uhuru wa kujieleza na uhuru wa vyombo vya habari nchini Tanzania.",swahili,” kituo cha sheria na haki za binadamu lhrc taasisi kuu ya haki za binadamu nchini tanzania kimesema kusitishwa huko kwa gazeti hilo ni “muendelezo wa kukandamiza uhuru wa kujieleza na uhuru wa vyombo vya habari nchini tanzania
Kitengo cha kushughulikia maafa Uturuki kimesema Jumatatu idadi ya waliokufa kufuatia tetemeko la ardhi lenye nguvu imeongezeka kufikia 39.,swahili,kitengo cha kushughulikia maafa uturuki kimesema jumatatu idadi ya waliokufa kufuatia tetemeko la ardhi lenye nguvu imeongezeka kufikia 39
"Takriban watu 4, 000, ambao walikuwa wakisaidiwa na mashine za kuchimbia, wamekuwa wakifanya shughuli ya kuchakua kifusi katika baridi ya barafu huko Elazig upande wa mashariki wa nchi hiyo baada ya tetemeko lenye ukubwa wa 6.",swahili,takriban watu 4 000 ambao walikuwa wakisaidiwa na mashine za kuchimbia wamekuwa wakifanya shughuli ya kuchakua kifusi katika baridi ya barafu huko elazig upande wa mashariki wa nchi hiyo baada ya tetemeko lenye ukubwa wa 6
8 kilichopiga Ijumaa jioni.,swahili,8 kilichopiga ijumaa jioni
Maafisa wanasema majengo 76 huko Elazig yalianguka na mamia mengine yaliharibika.,swahili,maafisa wanasema majengo 76 huko elazig yalianguka na mamia mengine yaliharibika
"Shirika la habari la Associated Press limeripoti kuwa wafanyakazi wanaotoa msaada wa dharura wamejenga mahema 9, 500 ili kuweza kuwapatia chakula na malazi watu waliohama makazi yao.",swahili,shirika la habari la associated press limeripoti kuwa wafanyakazi wanaotoa msaada wa dharura wamejenga mahema 9 500 ili kuweza kuwapatia chakula na malazi watu waliohama makazi yao
Serikali imesema kuwa hadi sasa wamefanikiwa kuwatoa watu 45 kutoka katika kifusi.,swahili,serikali imesema kuwa hadi sasa wamefanikiwa kuwatoa watu 45 kutoka katika kifusi
"Televisheni ya Uturuki imeonyesa mama mmoja, Ayse Yildiz, 35, na mtoto wake wa kike, 2, Yusra akiokolewa kutoka katika mabaki ya nyumba iliyokuwa imebomoka huko katika mji wa Elazig.",swahili,televisheni ya uturuki imeonyesa mama mmoja ayse yildiz 35 na mtoto wake wa kike 2 yusra akiokolewa kutoka katika mabaki ya nyumba iliyokuwa imebomoka huko katika mji wa elazig
Walikuwa wamekwama ndani ya jengo hilo lililoanguka kwa masaa 28.,swahili,walikuwa wamekwama ndani ya jengo hilo lililoanguka kwa masaa 28
Mwanafunzi katika chuo kikuu cha Syria Mahmud al Osman ameliambia shirika la habari la serikali Anadolu kuwa alitumia mikono yake kumuokoa mwanaume na mwanamke kutoka chini ya kifusi.,swahili,mwanafunzi katika chuo kikuu cha syria mahmud al osman ameliambia shirika la habari la serikali anadolu kuwa alitumia mikono yake kumuokoa mwanaume na mwanamke kutoka chini ya kifusi
"Kitengo cha usimamizi wa maafa na huduma za dharura kimesema Zaidi ya watu 1, 600 walikuwa wamejeruhiwa kutokana na tetemeko hilo, kati yao 13 wakiwa katika hali mbaya wakipata matibabu katika kitengo cha wagonjwa wenye hali mbaya.",swahili,kitengo cha usimamizi wa maafa na huduma za dharura kimesema zaidi ya watu 1 600 walikuwa wamejeruhiwa kutokana na tetemeko hilo kati yao 13 wakiwa katika hali mbaya wakipata matibabu katika kitengo cha wagonjwa wenye hali mbaya
"Serikali ya Tanzania imekata rufaa kupinga kuachiliwa huru Mkurugenzi Mkuu wa zamani wa Shirika la Utangazaji Tanzania (TBC), Tido Mhando.",swahili,serikali ya tanzania imekata rufaa kupinga kuachiliwa huru mkurugenzi mkuu wa zamani wa shirika la utangazaji tanzania tbc tido mhando
Rufaa hiyo dhidi ya mkurugenzi huyo iliyofunguliwa katika Mahakama Kuu inahusu kosa la matumizi mbaya ya madaraka na kuisababishia serikali hasara ya Sh.,swahili,rufaa hiyo dhidi ya mkurugenzi huyo iliyofunguliwa katika mahakama kuu inahusu kosa la matumizi mbaya ya madaraka na kuisababishia serikali hasara ya sh
Wakili wa Serikali Leonard Swai alidai kuwa Jamhuri haijaridhika na hukumu hiyo kwamba pamoja na kwamba mikataba inadaiwa kuwa haikufuata sheria lakini mawakili walilipwa fedha ambayo imesababisha hasara chini ya uongozi wa Mhando.,swahili,wakili wa serikali leonard swai alidai kuwa jamhuri haijaridhika na hukumu hiyo kwamba pamoja na kwamba mikataba inadaiwa kuwa haikufuata sheria lakini mawakili walilipwa fedha ambayo imesababisha hasara chini ya uongozi wa mhando
Rufaa hiyo inasubiri kupangiwa jaji na tarehe ya kusikilizwa.,swahili,rufaa hiyo inasubiri kupangiwa jaji na tarehe ya kusikilizwa
"Wiki iliyopita Mahakama ya Hakimu Mkazi Kisutu, Dar es Salaam ilimwachia huru aliyekuwa Mkurugenzi Mkuu Shirika la Utangazaji Tanzania (TBC), Mhando, baada ya kukutikana hana hatia.",swahili,wiki iliyopita mahakama ya hakimu mkazi kisutu dar es salaam ilimwachia huru aliyekuwa mkurugenzi mkuu shirika la utangazaji tanzania tbc mhando baada ya kukutikana hana hatia
"Hukumu hiyo ilitolewa na Hakimu Mkazi Mkuu, Huruma Shaidi, baada ya upande wa mashtaka kushindwa kuthibitisha mashtaka dhidi yake juu ya matumizi mabaya ya madaraka na kusababishia serikali hasara.",swahili,hukumu hiyo ilitolewa na hakimu mkazi mkuu huruma shaidi baada ya upande wa mashtaka kushindwa kuthibitisha mashtaka dhidi yake juu ya matumizi mabaya ya madaraka na kusababishia serikali hasara
Katika utetezi wake Mhando alidai kuwa mchakato mzima wa kuingia ubia wa kuhamisha TBC kutoka katika mfumo wa analojia kwenda digitali ulifanywa na bodi ya TBC.,swahili,katika utetezi wake mhando alidai kuwa mchakato mzima wa kuingia ubia wa kuhamisha tbc kutoka katika mfumo wa analojia kwenda digitali ulifanywa na bodi ya tbc
Mahakama hiyo pia imesema kwamba mkataba anaodaiwa kusaini Tido kinyume cha sheria haukidhi vigezo vya kuitwa mikataba.,swahili,mahakama hiyo pia imesema kwamba mkataba anaodaiwa kusaini tido kinyume cha sheria haukidhi vigezo vya kuitwa mikataba
"Jamhuri ya kidemokrasia ya Congo imesema watu 27 walifariki kutokana na maambukizi ya Ebola katika jimbo la Kivu Kaskazini Jumapili, ikiwa ni idadi kubwa kuliko zote katika siku moja, na kufanya idadi ya vifo vya maambukizi ndani ya kipindi cha wiki moja kufikia 126.",swahili,jamhuri ya kidemokrasia ya congo imesema watu 27 walifariki kutokana na maambukizi ya ebola katika jimbo la kivu kaskazini jumapili ikiwa ni idadi kubwa kuliko zote katika siku moja na kufanya idadi ya vifo vya maambukizi ndani ya kipindi cha wiki moja kufikia 126
"Kabla ya vifo vya watu hao 27 Jumapili, idadi ya maambukizi ilikuwa watu 110, wiki chache zilizopita na wizara ya afya inasema kwamba mlipuko wa wiki iliyopita mashariki mwa nchi, katika mikoa ya kivu na Ituri, unasambaa kwa kasi kutokana na mashambulizi ya makundi ya waasi yanayotatiza juhudi za madaktari na msaada wa jumuiya ya kimataifa.",swahili,kabla ya vifo vya watu hao 27 jumapili idadi ya maambukizi ilikuwa watu 110 wiki chache zilizopita na wizara ya afya inasema kwamba mlipuko wa wiki iliyopita mashariki mwa nchi katika mikoa ya kivu na ituri unasambaa kwa kasi kutokana na mashambulizi ya makundi ya waasi yanayotatiza juhudi za madaktari na msaada wa jumuiya ya kimataifa
"Katika mahojiano ya simu Dr Jean Christopher Shako, msimamizi wa juhudi za kukabiliana na Ebola mjini Butembo, ameambia Sauti ya Amerika kwamba japo maafisa wake wamejitolea kuangamiza ugonjwa huo, msaada wa jamii wanaotumikia ni mdogo sana, na wengi hawaamini kwamba kuna Ebola.",swahili,katika mahojiano ya simu dr jean christopher shako msimamizi wa juhudi za kukabiliana na ebola mjini butembo ameambia sauti ya amerika kwamba japo maafisa wake wamejitolea kuangamiza ugonjwa huo msaada wa jamii wanaotumikia ni mdogo sana na wengi hawaamini kwamba kuna ebola
Anasema kwamba wanafanya kazi kwa matumaini tu.,swahili,anasema kwamba wanafanya kazi kwa matumaini tu
“Tunapambana na ugonjwa huo kwa uwezo wetu wote.,swahili,“tunapambana na ugonjwa huo kwa uwezo wetu wote
Tuna matumaini kwamba utamalizika.,swahili,tuna matumaini kwamba utamalizika
"Sote tuwe na imani kwa mungu, tumwombe Mungu tushinde ugonjwa huu” , amesema DR.",swahili,sote tuwe na imani kwa mungu tumwombe mungu tushinde ugonjwa huu”  amesema dr
"Shako Mashambulizi dhidi ya vituo vya matibabu Vituo vitano vya kutibu wagonjwa wa Ebola vimeshambuliwa katika muda wa miezi miwili iliyopita, huku afisa wa ngazi ya juu wa shirika la afya duniani WHO akiuawa kwa kupigwa risasi na watu wenye silaha, siku 10 zilizopita.",swahili,shako mashambulizi dhidi ya vituo vya matibabu vituo vitano vya kutibu wagonjwa wa ebola vimeshambuliwa katika muda wa miezi miwili iliyopita huku afisa wa ngazi ya juu wa shirika la afya duniani who akiuawa kwa kupigwa risasi na watu wenye silaha siku 10 zilizopita
"Waliofanya mauaji hayo wanadaiwa kujulikana lakini wanaripotiwa kupewa kinga na makundi ya wapiganaji na watu kutoka katika jamii, wanaopinga juhudi zinazochukuliwa kukabiliana na ugonjwa huo.",swahili,waliofanya mauaji hayo wanadaiwa kujulikana lakini wanaripotiwa kupewa kinga na makundi ya wapiganaji na watu kutoka katika jamii wanaopinga juhudi zinazochukuliwa kukabiliana na ugonjwa huo
"Wakaazi wa Butembo kama Issa Misango, wanataka serikali kuonyesha nia ya dhati katika vita dhidi ya ebola.",swahili,wakaazi wa butembo kama issa misango wanataka serikali kuonyesha nia ya dhati katika vita dhidi ya ebola
"“Huyo daktari aliuwawa na watu gani, wakati kikao alichokuwa anahudhuria kilikuwa kinajulikana na serikali?",swahili,“huyo daktari aliuwawa na watu gani wakati kikao alichokuwa anahudhuria kilikuwa kinajulikana na serikali
Vyombo vya usalama vilijua kwamba kikao hicho kilikuwa kinafanyika.,swahili,vyombo vya usalama vilijua kwamba kikao hicho kilikuwa kinafanyika
Watu wanajiuliza maswali mengi wakitaka kujua waliomua daktari huyo.,swahili,watu wanajiuliza maswali mengi wakitaka kujua waliomua daktari huyo
Kama ni wapiganaji wa mai mai au ni wale wale walinzi wa jeshi.,swahili,kama ni wapiganaji wa mai mai au ni wale wale walinzi wa jeshi
"Inakuaje walijua hadi mahali alikuwa amekaa wakati wa mkutano, wakaingia moja kwa moja na kumuua?",swahili,inakuaje walijua hadi mahali alikuwa amekaa wakati wa mkutano wakaingia moja kwa moja na kumuua
"” amuliza Issa Misango, mkaazi wa Butembo.",swahili,” amuliza issa misango mkaazi wa butembo
"Juhudi za uhamasishaji Idadi kubwa ya watu katika maeneo yenye Ebola, wana imani kwamba Ebola ni fikra tu iliyoanzishwa na kuenezwa na serikali pamoja na jumuiya ya kimataifa.",swahili,juhudi za uhamasishaji idadi kubwa ya watu katika maeneo yenye ebola wana imani kwamba ebola ni fikra tu iliyoanzishwa na kuenezwa na serikali pamoja na jumuiya ya kimataifa
"“Tumejitwika majukumu kama watu wa kawaida katika jamii, kushirikiana na waandishi wa habari kueneza ujumbe jinsi ya watu kuwa na mbinu ya kujikinga na maambukizi ya Ebola.",swahili,“tumejitwika majukumu kama watu wa kawaida katika jamii kushirikiana na waandishi wa habari kueneza ujumbe jinsi ya watu kuwa na mbinu ya kujikinga na maambukizi ya ebola
Tunaeneza ujumbe kupitia vyombo vya habari lakini vyombo hivi vinataka kulipwa ili kupasha ujumbe wa afya.,swahili,tunaeneza ujumbe kupitia vyombo vya habari lakini vyombo hivi vinataka kulipwa ili kupasha ujumbe wa afya
"Imebidi tujitoe na kutembelea watu katika makao yao ili kuwaelimisha jinsi ya kuzingatia kanuni za afya, tuweze kuangamiza ugonjwa wa ebola” , ameeleza Issa Misango.",swahili,imebidi tujitoe na kutembelea watu katika makao yao ili kuwaelimisha jinsi ya kuzingatia kanuni za afya tuweze kuangamiza ugonjwa wa ebola”  ameeleza issa misango
"Vifo kutokana na Ebola Mlipuko wa sasa wa virusi vya Ebola, vinavyosababisha mgonjwa hutapika, kuhara na kutokwa damu, ndio wa pili kwa ukubwa baada ya wa mwaka kati ya 2013 na 2016 uliotokea Afrika magharibi na kuuwa watu 11, 000.",swahili,vifo kutokana na ebola mlipuko wa sasa wa virusi vya ebola vinavyosababisha mgonjwa hutapika kuhara na kutokwa damu ndio wa pili kwa ukubwa baada ya wa mwaka kati ya 2013 na 2016 uliotokea afrika magharibi na kuuwa watu 11 000
Ugonjwa wa ebola unaaminika kuua watu 891 na kuambukiza zaidi ya 500 katika mikoa ya Kivu kaskazini na Ituri nchini DRC.,swahili,ugonjwa wa ebola unaaminika kuua watu 891 na kuambukiza zaidi ya 500 katika mikoa ya kivu kaskazini na ituri nchini drc
"Imetayarishwa na Kennes Bwire, Sauti ya Amerika, Washington DC.",swahili,imetayarishwa na kennes bwire sauti ya amerika washington dc
Naibu Katibu Mkuu anayeshughulikia masuala ya amani Bintou Keita amesema kwamba Umoja wa Matifa hauna nia ya kuondoka kutoka Libya licha ya mauaji ya wafanyakazi wake watatu Jumapili.,swahili,naibu katibu mkuu anayeshughulikia masuala ya amani bintou keita amesema kwamba umoja wa matifa hauna nia ya kuondoka kutoka libya licha ya mauaji ya wafanyakazi wake watatu jumapili
"Watu hao waliuawa kutokana na mlipuko wa bomu lililokuwa limetegwa ndani ya gari mjini Benghazi, mashariki ya nchi hiyo.",swahili,watu hao waliuawa kutokana na mlipuko wa bomu lililokuwa limetegwa ndani ya gari mjini benghazi mashariki ya nchi hiyo
"Utaratibu wa kihariri kuhusu shirika ulifafanuliwa zaidi katika sheria mwaka 1994 na mwaka 2016, ambayo ilielezea hatua maalum kuwakinga waandishi wa habari kutokana na ushawishi wa kisiasa na kulitaka shirika kuheshimu “ viwango vya juu vya uandishi wa utangazaji ” wakati wakiendelea kuwa na msimamo thabiti “ kuhusu malengo ya sera ya mambo ya nje ya Marekani.",swahili,utaratibu wa kihariri kuhusu shirika ulifafanuliwa zaidi katika sheria mwaka 1994 na mwaka 2016 ambayo ilielezea hatua maalum kuwakinga waandishi wa habari kutokana na ushawishi wa kisiasa na kulitaka shirika kuheshimu “ viwango vya juu vya uandishi wa utangazaji ” wakati wakiendelea kuwa na msimamo thabiti “ kuhusu malengo ya sera ya mambo ya nje ya marekani
” “ VOA si chombo cha utangazaji cha serikali ya Marekani kama ilivyo TV katika nchi yenye utawala wa kiimla ambazo zinatakiwa kuonyesha malengo ya sera za mambo ya nje au misingi ya nchi husika.,swahili,” “ voa si chombo cha utangazaji cha serikali ya marekani kama ilivyo tv katika nchi yenye utawala wa kiimla ambazo zinatakiwa kuonyesha malengo ya sera za mambo ya nje au misingi ya nchi husika
"Si kama inavyofanya Korea Kaskazini, au China inavyofanya, au Cuba inavyotenda, au sehemu kama hizo.",swahili,si kama inavyofanya korea kaskazini au china inavyofanya au cuba inavyotenda au sehemu kama hizo
"Ni chombo huru cha utangazaji na kwa sababu hiyo VOA inafuatiliwa na kupendwa na mamilioni ya watu kote duniani, ” Stengel amesema.",swahili,ni chombo huru cha utangazaji na kwa sababu hiyo voa inafuatiliwa na kupendwa na mamilioni ya watu kote duniani ” stengel amesema
"Shirika la Utangazaji la Marekani, watendaji wanaidhinishwa na White House Wakati wa waandishi wa habari wa VOA walihitajika kuripoti habari za kweli, shirika chini ya mamlaka ya utendaji, ina madaraka ya kumteua Mtendaji Mkuu wa shirika mama la VOA, U.",swahili,shirika la utangazaji la marekani watendaji wanaidhinishwa na white house wakati wa waandishi wa habari wa voa walihitajika kuripoti habari za kweli shirika chini ya mamlaka ya utendaji ina madaraka ya kumteua mtendaji mkuu wa shirika mama la voa u
S Agency for Global Media.,swahili,s agency for global media
USAGM inasimamia idara tano ambazo zinapata ufadhili wa serikali kutoa huduma za mitandao ya habari kwa umma ambapo wanaripoti habari kwa nchi ambako vyombo vya habari vinakumbwa na masharti makali.,swahili,usagm inasimamia idara tano ambazo zinapata ufadhili wa serikali kutoa huduma za mitandao ya habari kwa umma ambapo wanaripoti habari kwa nchi ambako vyombo vya habari vinakumbwa na masharti makali
"Mtendaji Mkuu wa USAGM, pamoja na bodi ya watendaji wa habari na watalaamu wa masuala ya kimataifa wasioelemea upande wowote, wanateua wakuu wa mitandao ya habari, ikiwa pamoja na VOA.",swahili,mtendaji mkuu wa usagm pamoja na bodi ya watendaji wa habari na watalaamu wa masuala ya kimataifa wasioelemea upande wowote wanateua wakuu wa mitandao ya habari ikiwa pamoja na voa
"Trump alimteua Juni 2018 Michael Pack, mtengeneza filamu mconservative na mkuu wa habari, kama mtendaji mkuu wa USAGM.",swahili,trump alimteua juni 2018 michael pack mtengeneza filamu mconservative na mkuu wa habari kama mtendaji mkuu wa usagm
"Seneta Mdemokrat Bob Menendez wa New Jersey hivi karibuni aliandika barua White House akisema Pack bado hajajibu maswali ya kamati kuhusu shutuma za biashara yake, taarifa za zamani za kodi ya mapato, na kudai “ mazingira mabaya ” ya kuondoka kwake katika kazi yake ya zamani.",swahili,seneta mdemokrat bob menendez wa new jersey hivi karibuni aliandika barua white house akisema pack bado hajajibu maswali ya kamati kuhusu shutuma za biashara yake taarifa za zamani za kodi ya mapato na kudai “ mazingira mabaya ” ya kuondoka kwake katika kazi yake ya zamani
"Msemaji wa Pack aliiambia VOA kuwa hataki kutoa maoni kwa habari hiyo, kutokana na kuendelea kwa utaratibu wa uteuzi wake.",swahili,msemaji wa pack aliiambia voa kuwa hataki kutoa maoni kwa habari hiyo kutokana na kuendelea kwa utaratibu wa uteuzi wake
"Clifford May, mkuu wa taasisi ya Ulinzi wa Demokrasia, amesema ukosoaji wa Trump kwa VOA unastahili kwasababu ya kukasirishwa kwake juu ya kutoidhinishwa kwa mgombea aliyemteua.",swahili,clifford may mkuu wa taasisi ya ulinzi wa demokrasia amesema ukosoaji wa trump kwa voa unastahili kwasababu ya kukasirishwa kwake juu ya kutoidhinishwa kwa mgombea aliyemteua
"May alielezea sifa za Mkurugenzi wa VOA, Amanda Bennett kama ni mtu aliyetoka katika utawala wa Rais Mdemokrat Barack Obama, ambaye alishindwa kuelezea kwa kina sera za utawala wa Trump kwa dunia.",swahili,may alielezea sifa za mkurugenzi wa voa amanda bennett kama ni mtu aliyetoka katika utawala wa rais mdemokrat barack obama ambaye alishindwa kuelezea kwa kina sera za utawala wa trump kwa dunia
"“ Hilo ni vyema lielezewe kwa VOA - - kama si huko, wapi kwingine?",swahili,“ hilo ni vyema lielezewe kwa voa - - kama si huko wapi kwingine
"Hiyo haimaanishi kwamba hakuwezi kuwepo maoni ya wazi, au ukosoaji wa rais pia.",swahili,hiyo haimaanishi kwamba hakuwezi kuwepo maoni ya wazi au ukosoaji wa rais pia
Mambo yote hayo yanaweza kuwepo katika kuleta uwiano.,swahili,mambo yote hayo yanaweza kuwepo katika kuleta uwiano
"Inataka mwandishi wa habari mzuri kufanya hivyo, ” May amesema.",swahili,inataka mwandishi wa habari mzuri kufanya hivyo ” may amesema
“ Ni dhahiri kwamba utawala huu unadhani hilo halifanywi kwa usahihi na wale ambao wana mamlaka.,swahili,“ ni dhahiri kwamba utawala huu unadhani hilo halifanywi kwa usahihi na wale ambao wana mamlaka
"” Bennett, mtendaji na mhariri wa zamani wa Bloomberg News na Philadelphia Inquirer, alipewa wadhifa wa mkurugenzi wa VOA mwaka 2016 na ameendelea kuongoza shirika hilo mpaka kuingia kwa utawala wa Trump.",swahili,” bennett mtendaji na mhariri wa zamani wa bloomberg news na philadelphia inquirer alipewa wadhifa wa mkurugenzi wa voa mwaka 2016 na ameendelea kuongoza shirika hilo mpaka kuingia kwa utawala wa trump
"Wakati wa mgogoro wa mwaka 2001 uliohusu mahojiano na Mullah Omar, waandishi wa habari wa VOA zaidi ya 100 walizungumza, walitia saini waraka kulisihi shirika hilo kupinga shinikizo.",swahili,wakati wa mgogoro wa mwaka 2001 uliohusu mahojiano na mullah omar waandishi wa habari wa voa zaidi ya 100 walizungumza walitia saini waraka kulisihi shirika hilo kupinga shinikizo
VOA iliishia kurusha hewani vipande vya mahojiano na ilitoa taarifa kutetea hilo kwa wakosoaji wake.,swahili,voa iliishia kurusha hewani vipande vya mahojiano na ilitoa taarifa kutetea hilo kwa wakosoaji wake
"“ Watu wa Afghanistan wanatusikiliza kwasabuvyu wanatuamini, na sisi tunawaambia habari zote, ” sehemu ya taarifa ilisema hivyo.",swahili,“ watu wa afghanistan wanatusikiliza kwasabuvyu wanatuamini na sisi tunawaambia habari zote ” sehemu ya taarifa ilisema hivyo
"Boucher, ambaye hivi sasa ni profesa wa masuala ya mambo ya nje katika chuo kikuu cha Brown, amesema kwamba pande zote baadaye “ ziliachana ” na malumbano.",swahili,boucher ambaye hivi sasa ni profesa wa masuala ya mambo ya nje katika chuo kikuu cha brown amesema kwamba pande zote baadaye “ ziliachana ” na malumbano
"Chini ya wiki mbili baada ya mahojiano hayo kurushwa, Whitworth alihamishwa kutoka katika wadhifa wake kama kaimu mkurugenzi wa VOA na nafasi yake kuchukuliwa na mteuliwa wa White House, Robert R.",swahili,chini ya wiki mbili baada ya mahojiano hayo kurushwa whitworth alihamishwa kutoka katika wadhifa wake kama kaimu mkurugenzi wa voa na nafasi yake kuchukuliwa na mteuliwa wa white house robert r
"“ Shinikizo halikuwa dhahiri kabisa lakini walieleza bayana kwamba sikutakiwa kuwa na jukumu katika maamuzi ya kiuhariri, ” amesema Whitworth, ambaye ana ujuzi kama mwandishi wa habari katika shirika hilo, na siyo mteuliwa wa kisiasa.",swahili,“ shinikizo halikuwa dhahiri kabisa lakini walieleza bayana kwamba sikutakiwa kuwa na jukumu katika maamuzi ya kiuhariri ” amesema whitworth ambaye ana ujuzi kama mwandishi wa habari katika shirika hilo na siyo mteuliwa wa kisiasa
Aliamua kustaafu mapema.,swahili,aliamua kustaafu mapema
